sentence,trigger,event_type,tag
不过总统夫人说他们将买一只新的黄金猎犬在草坪上奔跑，而也就是为了这只猎犬所以儿子和女儿都要随着他们一起进住做新家的主人,进住,32,1509
受伤的乘客都已经送医治疗，其中一名重伤的乘客陷在撞烂的车厢当中，结果由消防人员费了很大的力气才把他救出来,受伤,24,1736
参加谈判的有埃塞俄比亚外长梅斯芬、厄立特里亚外长阿卜杜拉、联合国埃厄特派团负责人萨克塞纳、非洲统一组织负责政治事务的副秘书长吉尼特以及美国和欧盟代表等,谈判,21,299
最近两三个月来，巴基斯坦社会治安不断恶化，炸弹爆炸事件频频发生，国民的生命财产安全受到严重威胁,爆炸,0,237
一个多月前，公司再次选中她到美国受训10天，我认为这是一次很难得的机会，于是便鼓励她接受，而她也兴致勃勃地期待着这趟美国之行,行,32,966
如果搭德士去存款，来回还得花十几元的德士费,去,32,570
”根据国民党中央政策会发布的最新民调显示，唐飞辞职后六成三的民众对政经局势感到忧心，有将近两成五放心，而民众对于新得魁的张俊雄的信心，五成一没信心，三成二有信心,辞职,31,381
当时，一名14岁的学生砍下另一个学生的头，并将它挂在学校的大门上,砍下,0,864
派出所的民警在我们的催促下至少打了5个电话给刑警队，大概也是忙，还是没到,打,15,2152
然而在小渊故去之后，经几位党内元老秘室策划，走马上任的却是森喜郎，不难想象，加滕之不满，为此，此间媒体有分析认为，加滕面对危机四起的森内阁发起挑战，正是吸取教训，为防再度措失良机而来了一个先下手为强,走 马上任,3,1351
原中央后补委员、宁波市委书记许运红17号上午9点被杭州市中级人民法院，以滥用职权罪，依审判处有期徒刑10年,判处,22,362
海军舰艇编队今年先后三次出访6个国家，全部免检进入出访国港口,出访,32,1875
”　公积金局发言人说，如果公众像李阿娇一样，在填补存款时面对问题，可拨电向当局求助，热线电话是1800-3271168,拨电,15,573
针对美商雅虎公司9号宣布购并奇摩网站一事，奇摩网台湾区总经理江现冰认为，这代表大中华的市场日趋成熟，因此吸引美国的主流业者进军中国与台湾，而这次的购并只是其中的第一步,购并,16,1869
社论说，美国众议院上周三通过一项允许向古巴出口食品和药品的议案，但同时又禁止美国联邦政府和银行对这些出口提供资金支持，另外还附加禁止美国公民到古巴旅游等一系列限制措施,到,32,939
《我是迭戈》一书的首发式于９月２７日在此间举行，马拉多纳专程从古巴赶回来参加发行仪式,赶回来,32,246
然而，塞拉利昂和国际社会一直指责利比里亚在塞内战中支持反对派革命联合阵线（联阵），并通过钻石走私活动向联阵武装提供军事武器装备,提供,2,983
美国纽约联邦法院周一落案起诉8名涉嫌参与海洛英等毒品买卖、运输的缅甸华裔毒枭,起诉,13,2069
交接仪式后，４２名军警分别乘坐３架直升机飞赴桑坦德省省会布卡拉曼加,飞赴,32,26
国际社会在阿富汗和伊拉克问题上还远未找到和平解决的途径，没人愿意再来一场新的武力冲突,冲突,0,1967
眼看浓烟四起，消防人员奋力的爬上三楼并且敲碎玻璃，进入三重市重新路二栋的民宅救火,进入,32,1772
在加拿大发生严重车祸的台湾旅行团伤势较为轻微的11名团员，今天一早就搭乘华航班机飞回台北,飞回,32,1784
另外，福冈地方法院和秋田地方法院也正在审理要求“法之华三法行”教团进行财产赔偿的诉讼案件,审理,29,852
７月２日早晨，１５名“奥马乌纳”邪教组织成员闯入霹雳州宜力镇一军营，抢劫自动步枪、机枪和弹药，并挟持了４名人质,闯入,32,838
王慧民说，王老师当时应逐一单独查看，不该让孩子们集体脱裤，为此她召开了全园会议，对王老师提出了批评,会议,21,2081
案发后，宋的家属退还了全部赃款赃物,退还,4,808
今年计算所聘请网络安全专家许榕生研究员为研究所信息安全方向的首席科学家，聘请国外学者作为客座研究员，共建数字安全实验室,聘请,3,993
白宫表示，莱斯将在当天稍晚宣誓就任，并在27日到国务院上班,就任,3,426
台湾55年多来首架直飞中国的商务客机于周六早上自桃园中正国际机场起飞,直飞,32,1955
日本的宪法被称为和平宪法，制定于二战结束后不久，体现了日本人民反对战争、渴望和平的良好愿望,二战,0,1094
金正日提前会晤奥尔布赖特，也使得奥卿在平壤的访问行程大幅调动，她原定和北韩国防委员会第一副委员长兼人民军总政治局局长赵明录、最高人民会议常任委员长金永南、外交部长白南纯举行会谈，以及观赏世界一流水准的平壤杂技团表演等等，也被迫延后到24号进行,访问,32,1389
被提名为农业部长的是前加利福尼亚州食品和农业部官员安·维尼曼,提名,23,756
决定要陪伴先生彭白显直到获释的吴薇婉凌晨她和支持者静坐的棚架遭到了警方强制拆除，过程没有发生冲突，不过吴薇婉一度昏倒,静坐,10,1644
美国与北韩谈论代表3号在吉隆坡结束为期3天的飞弹会谈，讨论限制北韩长城飞弹研发信号问题,会谈,21,382
嫌犯供称，和死者是同事因为债务纠纷绑架勒索死者家属400万元，随后竟然撕票弃尸，而警方正在深入的追查还有没有其他的共犯,撕票,1,1337
经法院审理查明，今年２２岁的王国清为外地进京无业人员,审理,22,513
香港一名男子星期三因为他驾驶的汽车在交通高峰时间发生爆炸而受伤,受伤,24,404
府外则有包瓜戏团、交响乐表演义卖的“全家出游总统府，欢欣鼓舞庆双十”活动，吸引了大批的人潮,出游,32,1542
柬政府武装力量在两小时内镇压了这次武装恐怖活动，击毙恐怖分子７人，俘获５１人，缴获大批武器弹药,镇压,0,292
这名高中生是在前天晚上在东京的涩谷娱乐区打伤8人后被捕的,打,0,857
新华社金边分社门口也发生了枪战,枪战,0,267
根据文化部的安排，继东方歌舞团之后，中国儿童艺术剧院、中国歌舞团、中国歌剧舞剧院也将相继启程到西部省区农村慰问演出，以配合中央西部大开发战略的实施,到,32,1148
他同时指出，当前国际社会应共同努力，立即制止以色列的侵略行动，并向巴勒斯坦人民提供国际保护,侵略,0,903
首钢1993年斥资1.2亿美元收购了这家铁矿，这一出价较与其最为接近的另一报价高4倍,收购,2,451
新华社北京１１月１４日电（记者李煦　牛爱民）遵照北京市高级人民法院院长下达的执行死刑的命令，北京市第一中级人民法院今天将杀害公安民警袁时光的凶手王国清验明正身，押赴刑场执行枪决,枪 决,30,507
以色列士兵在约旦河西岸和加沙地带又打死了4名巴勒斯坦抗议者，以色列军方估计：动乱将继续好几个月,死,1,1621
库利对美国有线电视新闻网(CNN)说：「他当然是有意做出让火车出轨的行为,出,32,2064
施罗德对黎巴嫩和叙利亚的访问是多年来德国总理对这两个国家的首次访问，这表明这两个国家同德国的关系有了明显改善,访问,32,69
原中央后补委员、宁波市委书记许运红17号上午9点被杭州市中级人民法院，以滥用职权罪，依审判处有期徒刑10年,判处,22,407
即使是大陆儿童也开始感受到圣诞的重要，因为肯德基、麦当劳等速食店全大陆都推出了买套餐赠送布质或棉质圣诞老人玩具的促销，吸引了不少的儿童前往用餐，也获得玩具,前往,32,1901
沙罗维奇１９５９年出生，１９７９年毕业于萨拉热窝大学法律系，１９９６－１９９８年任波黑塞族共和国议会议员，１９９８年底当选为波黑塞族共和国副总统,出生,11,245
综合朱婉清在洛杉矶机场的记者会以及她的丈夫在台北接受访问时的说法，朱婉清原定行程应该是从美国西岸的洛杉矶飞到东岸的纽约，再转机抵达费城，搭巴士送儿子去宾州一所军校就读,飞,32,1711
道姆自东窗事发后去了美国迈阿密,去,32,125
新华社拉萨１１月１日电（记者朗杰、薛文献）耄耋之年的老阿妈仓决卓玛在外孙女的搀扶下，从她的卧室走出，坐在阳光灿烂的院子里，回答人口普查员的询问,走出,32,724
这是埃斯特拉达第一次针对辛森曾上个月指控他收取非法赌博业者800万美元的贿赂作出直接的回应,收取,4,1213
上午8点15分，法院才刚上班，一名男子就持西瓜刀闯入联合服务中心，二话不说就拿出匿藏在背后的西瓜刀见人就砍,闯入,32,1607
美国于11月7日（星期二）举行总统选举,选举,17,500
这些男子在向法院提出的财产赔偿诉讼中说，从1992年开始，“法之华三法行”教团成员，以看脚相的方式恐吓他们已身患癌症，骗取了20万到3000万日元不等的研修费,骗取,4,1423
在我国司法史上算是最有争议的案件苏建何等三名死刑犯，在三省并例之后，高等法院今天重新的开庭征审,征审,29,1887
新华社加沙１０月１日电（记者马晓霖）巴勒斯坦领导机构１日晚呼吁国际社会立即采取行动介入巴以冲突，制止以色列军队对巴勒斯坦人的武装镇压,冲突,0,718
沙里夫承诺不会在接下来的10年内回国,回,32,767
屋主将房子借给4名准备前往云灵准备参加婚礼的儿子的同学住，没想到上午7点左右突然发生大火，由于4个人住在3楼铁皮加盖的房间，火苗向上窜烧4个人逃生无门，直到消防人员出现才被抢救下来,前往,32,1208
知情人士表示，西南贝尔为此可能需要花费超过150亿美元，但双方尚未作出最终决定,合并,16,2091
一名巴勒斯坦人在加沙地带靠近一个以色列军队哨所的地方发动自杀性爆炸攻击，把自己炸死，伊斯兰胜战者组织表示对这次自杀性袭击事故负责，并警告说这不是最后的一次，这名巴勒斯坦人骑着自行车接近以色列哨所，在保护墙墙边引爆炸弹，一名以色列军人受轻伤，以色列军方指责巴勒斯坦当局纵容这次袭击，巴勒斯坦一位安全官员驳斥这种指责，当天是伊斯兰圣战者组织领导人西卡奇遇刺5周年，人们普遍都指责那次行刺是以色列部队干的，既将担任黎巴嫩总理的哈利里组成了有将近30名成员的内阁，其中穆斯林和基督教徒人数相当，哈利里和拉夫德总统以及贝里议长开会之后宣布了这个名单，新内阁几乎比原政府的内阁大了1倍，只包括了4名原来的内阁成员，一些黎巴嫩政界人士指责叙利亚干预部长的选举，给这个过程蒙上了阴影,攻击,0,1324
