,sentence,trigger,event_type,tag
1296,"I read about it in the newspaper and things like that.  Um,  I do think from all the, uh, things that I have heard that he -- had to be guilty with all the evidence that they had, but um,  I don't really know why, uh,  if everybody was so, sort of, obsessed about it when we've got so much other -- things going on in the world that, uh, seem to me much more important, but um.  Perhaps it was because he seemed, uh, a very human kind of person and, and you cou- you couldn't really understand why he would want to do something about that. I- I think his motive must have been to be with his new girlfriend, but uh- -- kill his own first child that way is extraordinary.  What do you think",it,29,811
613,"Because he is now in default MCI must now seize additional assets owned by Ebbers, to secure the loan. The company has already sold his Georgia-based yacht building business for 15 million dollars, and is close to selling his ranch in British Colombia, which is expected to bring 60 to 70 million dollars, the Journal said.",sold,2,1109
1221,"Anwar is expected to appeal again with the Federal Court, Malaysia's highest court.",appeal,25,1322
755,"Kiichiro Toyoda founded the automaker in 1937, transforming the loom manufacturer started by his father into an automaker.",started,6,1276
1147,A statement issued at the two-day meeting of the EU foreign ministers called on Iran to conclude and implement urgently and unconditionally an additional protocol to the Nuclear Non- Proliferation Treaty allowing for short-notice inspections of suspected nuclear sites in the country.,meeting,21,1548
722,"Schrenko stole 20 times what Martha Stewart did, and I bet she won't see the wrong side of a jail cell door, and that's sad. Because it's people like Schrenko for which jails were specifically designed...",stole,4,1955
1373,has resigned,resigned,31,942
411,"Hello again, Judy. I'm joined by J. Kelly McCann, our security analyst, a man who's spent a lot of time learning about urban combat. You know, just those two words together, I think, scare a lot of people because of all the things that can go wrong. You know, I'm impressed, looking at this map, it almost looks like a chess game, kind of sterile. That is -- couldn't be further from the truth, could it",combat,0,230
243,"But KCNA quoted the spokesman as saying that the U.S. invasion of Iraq showed that Washington was not bound by international agreements. A nonaggression treaty with Pyongyang would not necessarily avert war because it may not be honored, he said.",invasion,0,1267
766,Interesting aside: Starbucks is taking over the location in my town that was recently abandoned by Krispy Kreme.,taking over,6,2017
100,A powerful bomb tore through a waiting shed at the Davao City international airport at about 5.15 pm (0915 GMT) while another explosion hit a bus terminal at the city. There were no reports of injuries in the second blast.,tore,0,963
43,"Congressman Sanders, you're opposed to this war. I'm not crazy about it myself. But I want to ask you a question. When the guns begin to fire, when the American men and women are in harm's way and may be dying, is that now the time for you and your allies to shut up and support the troops",war,0,48
509,"for killing his wife and three children the oldest of whom was three, christian longo had been sentenced to die. prosecutors say longo stood his family because they stood before him and the life he craved. the jury deliberated for three hour before returning a death sentence. now cnn's coverage of the new iraq continues.",killing,1,445
224,"Ben Wedeman describing coalition hits in the area where he is, the town of Kalak in northern Iraq. He just called in and we wanted to get this report to you right away. Ben, very - we thank you very much for that and we'll be coming back to you as the night - as the night wears on. We're getting close to the bottom of the hour. We're going to get some headlines at the hour right now with Heidi Collins.",hits,0,143
182,"in northern iraq, u.s. marines and residents exchanged gunfire in the city of mosul today, in the second day of civil disturbances there. a senior kurdish intelligence official says citizens were protesting the american occupation of the city's main government building. seven iraqis were killed by u.s. marines, who say they were responding to sniper fire. hospital officials say 17 people have been killed and 18 wounded over the past 2 days. central command says troops were involved in a gun battle yesterday.",gunfire,0,330
1196,"``Our colleagues are carrying out inspections,'' he said. There was no information on the identity of the injured person.",injured,24,1409
1264,"I admit I've already taken advantage of the lower fares announced last week to book a business trip but these next few years are not going to be pretty for some of these companies. Unfortunately, the pain is not limited to these companies. Pittsburgh, one of US Airway's hubs, built up its airport complete with a sprawling retail complex in the terminal. Now US Airways has reduced flights out of Pittsburgh by 28% since January of 2004 and is in real danger of folding completely. These shiny new airports are usually financed by long-term bonds that still have to paid off...but not by the airlines.",folding,28,2014
